aardvark mhanga
Vatican vatikani
vegetable mboga
vegetable mmea
vehicle gari
veil pazia
veil shela
veil veli
vein mshipa
veins mishipa
velocity upesi
Venezuelan Kivenezuela
Venezuelan Mvenezuela
Venezuelans Wavenezuela
Venezuela Venezuela
venison nyama
venison ya
venison kulungu
Venus Venusi
venus zuhura
Venus Zuhura
verb kitenzi
verbs vitenzi
Verreaux's eagle
Verreaux's nderi
version insha
vervet monkey
vervet tumbili
Vesta Vesta
veteran mkale
vial chupa
vice jiriwa
victim mwadhiriwa
victory ushidi
victory ushindi
video filamu
videotape kideo
video video
Vietnamese Kivieti
Vietnamese Kivietinamu
Vietnamese Mvieti
Vietnamese Mvietinamu
Vietnamese Mvietnamu
Vietnamese Wavietnamu
Vietnam Uvieti
Vietnam Vietinamu
viewer mtazamaji
viewership utazamaji
viewers watazamaji
view maoni
view rai
Viking Mvikingi
village kijiji
villager mwanakijiji
villain mhalifu
vinegar siki
vine mzabibu
vine sabibu
viola viola
violin fidla
virgin bikira
virgin mwari
Virgo Mashuke
Virgo Sumbula
virus virusi
vise jiriwa
vision jazanda
vision kizuka
vision taswira
visit ajihi
visitor mgeni
visit zuru
vitamin vitamini
vocabularies misamiati
vocabulary misamiati
vocabulary msamiati
vocal mwimbaji
vocal vokali
vocation mwito
vocher vocha
vodka vodka
voice sauti
volcano volkano
volcano volkeno
volcano zaha
volleyball voliboli
vomit kutapika
vomit tapika
vomit utapishi
vote piga
vote kura
voter mpigakura
voters mpigakura
voters wapigakura
vowels irabu
vow nadhiri
Vulpecula Mbweha
vulture gushu
vulture tai
vulture tumbusi
vulturine guineafowl
vulturine kicheleko
vulva uke
wage mshahara
wage ujira
waist kiuno
waist let
waist anjali
waiter mhudumu
wake kuamka
wake kuamsha
waking up
waking early
waking rauka
Wales Welisi
walking stick
walking bakora
walking stick
walking mkongojo
walking stick
walking mkwaju
walking sticks
walking mikwaju
walk kirago
walk kutembea
walk mtembeo
walks mitembeo
walk tembea
wallet kipochi
wallets vipochi
wall kiambaza
wall kuta
walls kuta
wall ua
wall ukuta
walnut jozi
walnut mjozi
walrus walarasi
wander zurura
want taka
warbler kucha
warblers makucha
ward wodi
war ghazi
warm uvuguvugu
warn ashiria
warning ilani
warning onyo
warship manowari
wars mighazi
war song
war zumo
warthog ngiri
war vita
wash clothes
wash fua
wash fua
Washington D
Washington C
Washington Washington
Washington D
Washington C
wash nawa
wash oga
wash osha
waste bwambwara
waste kachara
waste vuja
watch kesha
watch kutazama
watchman bawabu
watchman mabawabu
watchman mlinzi
watchmen mabawabu
watchmen walinzi
waterbuck kuro
waterbuck ndogoro
waterbucks makuro
waterfall maanguko
water lily
water yungiyungi
waterlily yungiyungi
water maji
watermelon mtikiti
water melons
water matikiti
water melon
water tikiti
watermelon tikiti
wavelength safa
waves mawimbi
wave wimbi
wax nta
way mamna
way mbinu
way njia
weak dhalili
weaken dhii
weakness ajizi
wealth rasilmali
wealth utajiri
weapon silaha
weapons silaha
weapons vilaha
weapon vilaha
wear kuvaa
weather forecast
weather utabiri
weather wa
weather hali
weather ya
weather anga
weather hali
weather ya
weather hewa
website tovuti
website tuvuti
wedding arusi
wedding ceremonies
wedding sherehe
wedding za
wedding harusi
wedding ceremony
wedding sherehe
wedding ya
wedding harusi
wedding harusi
wedding nikahi
wednesday jumatano
Wednesday Jumatano
weed gugu
weeding paliza
weed kwekwe
weeds magugu
weekend mwishoni
weekend mwa
weekend wiki
weekends mawikendi
weekend wikendi
week juma
week wiki
weighing machine
weighing mizani
weight uzani
welcome karibisha
welcome karibu
well kisima
well-known maalum
werebear mtu-dubu
werewolf mtu-mbwa
werewolf nusumbwa
we sisi
West Africa
West Afrika
West ya
West Magharibi
Western Europe
Western Ulaya
Western ya
Western Magharibi
Western Saharan
Western Msahara
Western Saharan
Western Wasahara
Western Sahara
Western Sahara
Western Magharibi
Western Wall
Western Ukuta
Western wa
Western Maombolezo
west magharibi
west magiribi
wet unyevu
whale kinengwe
whale nyangumi
whales vinengwe
what is
what your
what name
what jina
what lako
what nani
what languages
what do
what you
what speak
what unaongea
what lugha
what zipi
what time
what is
what it
what ni
what saa
what ngapi
wheat flour
wheat unga
wheat wa
wheat ngano
wheat mtama
wheat ngano
wheat rangi
wheat ya
wheat ngano
wheelbarrow ngolofimo
wheel gurudumu
when lini
where are
where you
where from
where unatoka
where wapi
where is
where the
where toilet
where choo
where kiko
where wapi
where wapi
whetstone suguo
whip kambaa
whip mjeledi
whiskey wiski
whisky wiski
whistle filimbi
whistle firimbi
whistle kipenga
whistle nai
whistles vipenga
white blood
white cell
white seli
white nyeupe
white ya
white damu
whitecurrant mtunda
whitecurrant bukini
whitecurrant mweupe
whitecurrant tunda
whitecurrant bukini
whitecurrant jeupe
white eupe
White House
White Nyumba
White Nyeupe
white man
white mzungu
white mzungu
white nyeupe
white settler
white kaburu
white weupe
whole ote
whole zima
whooping cough
whooping kifaduro
whore kahaba
whore malaya
why kwaje
why mbona
wicked baya
wickedness ubaya
wickedness uovu
wickedness uwi
wicks tambi
wick ukope
wick utambi
wide pana
widow mjane
widow ujane
widow wajane
width mpana
width upana
wife ahali
wife mke
wig wigi
Wikipedia Wikipedia
Wiktionary Wikamusi
wild animal
wild mnyama
wild wa
wild porini
wild boar
wild jivi
wild cat
wild chakapu
wild cat
wild kimburu
wild cats
wild machakapu
wild cats
wild vimburu
wild cat
wild togwa
wilderness mwitu
wilderness pori
wild turkey
wild kalkon
willow mierebi
willow mwerebi
will -ta-
will usia
will wasia
will wosia
wilt susuwaa
win bwaga
winches maslingi
winch krini
winch slingi
window dirisha
windows madirisha
wind upepo
wine divai
wine mvinyo
wing bawa
winged -enye
winged mabawa
wing ubawa
winner mshindi
winner shindi
winners washindi
winnower ungo
winter kipindi
winter cha
winter baridi
winter kipupwe
winter majira
winter ya
winter baridi
wintry -a
wintry baridi
wintry sana
wire waya
wisdom busara
wisdom falsafa
wisdom hekima
wisdom maarifa
wisdom mwanafalsafa
wise staarabu
witchcraft kago
witchcraft ndumba
witchcraft uchawi
witchcraft uganga
witchcraft urogi
witchcraft usinga
witch doctor
witch mganga
witchdoctor mganga
witchdoctors waganga
witches wachawi
witch mchawi
withdrawal utoaji
wither kauka
with na
witness shahidi
wizard mchawi
wolf -akia
Wolfgang Wolfgang
wolf -la
wolf mbwa
wolf mwitu
wolf -sakata
wolfsbane sumu
wolfsbane ya
wolfsbane mbwa-mwitu
Wolof Kiwolofu
Wolof Mwolofu
wolverine fisi-milima
wolverine wolverini
womanhood uke
woman mwanamke
wombat wombati
womb tumbo
womb uzazi
women wanawake
wonder ajabu
wonderland nchi
wonderland ya
wonderland ajabu
wonder maajabu
wonders maajabu
wonder staajabu
wooden bridge
wooden kantara
wooden cooking
wooden spoon
wooden mkamshi
wooden cooking
wooden spoons
wooden mikamshi
wood fibre
wood kunge
woodpecker kigong'ota
wool sufu
word neno
word of
word god
word lnjili
words maneno
work cloth
work demu
worker mfanyakazi
work kazi
work kufanya
work kazi
workshop karakana
world cup
world kombe
world la
world dunia
world cups
world vikombe
world vya
world dunia
worm minyoo
worry babaika
worry dukuduku
worry wasiwasi
worship abudu
worship ibada
worth dhamana
worth dhamani
worthless person
worthless dude
wounded majeruhi
wound jeraha
wound jereha
wound kidonda
wounds vidonda
wound vimbe
wrangles mavutano
wrangle uvutano
wrath ghadhabu
wreath taji
wreath la
wreath maua
wrecklessness upurukushani
wrestling mieleka
wrestling miereka
wrinkle kunyanzi
wrinkles makunyanzi
write andika
write kuandika
writer mwandishi
writing andiko
writing maandiko
writing maandishi
writing mwandiko
writtings maandiko
writtings miandiko
Xhosa Kixhosa
Xhosa Mxhosa
xylophone marimba
xylophone ya
xylophone kizungu
xylophone zilofoni
yam nduma
Yangtze Yangtze
Yaound Yaounde
yard yadi
yawn -enda
yawn miayo
yawn miayo
yawn -piga
yawn miayo
year mwaka
years miaka
yeast bread
yeast mikate
yeast ya
yeast wishwa
yeast bread
yeast mkate
yeast wa
yeast wishwa
yeast hamira
yellow fever
yellow homa
yellow ya
yellow manjano
yellow manjano
Yemeni Myamani
Yemenis Wayamani
Yemen Yaman
Yemen Yemen
Yerevan Yerevan
yes-man ndiyo-mtu
yes ndiyo
yes-no question
yes-no ndiyo-hakuna
yes-no swali
yesterday jana
yogurt maziwa
yogurt ya
yogurt mgando
yoke nira
Yoruba Kiyoruba
young changa
young dogo
you ninyi
your dad
your babio
your enu
you're welcome
you're karibu
yourn miayo
yours wako
youth chipukizi
youth kijana
youth ujana
youth vijana
you wewe
Zambian Kizambia
Zambian Mzambia
Zambians Wazambia
Zambia Zambia
Zanzibar Unguja
zeal kakamia
zeal mbwembwe
zeal raghba
zebra pundamilia
zebra punda
zebra milia
zebra punda
zebra mlia
Zechariah Zakariya
zero bila
zero sifuri
zero ziro
Zeus Zeu
zigzag zigizagi
Zimbabwean Kizimbabwe
Zimbabwean Mzimbabwe
Zimbabweans Wazimbabwe
zimbabwe zimbabwe
Zimbabwe Zimbabwe
zinc zinki
zither ganuni
zorille kicheche
Zulu Kizulu
Zulu Mzulu
