abaca abaka
micro- mik-
Micronesia Mikpuluan
micronutrient kalit-ang
micronutrient kapaniya
micronutrient mikapaniya
micronutrient mikkapaniya
microorganism miktataghay
microphone miktinig
microphotograph miklarawan
microphotography miklarawanan
microscope mikroskopyo
microscope miksipat
microscopic miksipatin
microsome miklawas
microtome mikgayat
microwave mikliboy
midbrain gitnangutak
middle-aged balubata
middle-aged talubata
Middle Ages
Middle Gitnang
Middle Panahon
middle class
middle panggitnang
middle uri
Middle East
Middle Gitnang
Middle Silangan
middle finger
middle hinlalato
middle gitna
middleman tagapamagitan
middle name
middle gitnang
middle pangalan
midget pandak
midget unano
midnight hatinggabi
midnight madaling-araw
midpoint gituldok
midrib tinting
midsea lalao
midsection gitapyas
midwife kumadrona
migrant ibong-lagalag
migration ngibambayan
Milanese Milanes
Milan milan
Milan Milan
mildew tagulamin
mile milya
milestone batong-milyahe
miliaria bungang-araw
miliaria bungang-init
militarist makahukbo
military hukbuhin
military service
military hukbuhing
military lingkod
military taunghukbo
milkfish bangus
milk gatas
milk gatasan
milk tooth
milk ngiping
milk kanin
Milky Way
Milky Ariwanas
Milky Way
Milky Daang
Milky Magatas
Milky Way
Milky Daang
Milky Malagatas
millennium libuntaon
millet dawa
milligram kalibogramo
milli- kalibo-
millilitre kalibolitro
millilitre mililitro
millimetre kalibopanukat
millimetre milimetro
million angaw
million milyon
millipede singsingpari
millipede singsing-singsingan
millstone batong-gilingan
mimeograph limwaran
mimesis gagad
mimicry gagad
minaret minarete
Mindanao Mindanao
mine akin
mine dukalan
mine dulangan
mine mina
mineral lupangkap
mineralogy lupangkapan
miner mandudulang
minimum kubdulan
minimum kubdulin
minimum wage
minimum kubdulang
minimum sahod
minion alagad
minion kampon
minister kataluna
minister ministro
minor kalit-an
minor menor
minor de
minor edad
minor premise
minor nakapailalim
minor na
minor palagay
Minsk Minsk
mint malipukon
minuend bawasin
minuet minwe
minus bawas
minus sign
minus tandang
minus bawas
minus sign
minus tanda
minus ng
minus palabawasan
minute of
minute angle
minute sandali
minute ng
minute siha
minute of
minute arc
minute sandali
minute ng
minute bantok
minutes akta
minute sandali
minutes tala
miracle milagro
mirage malikmata
mirror salamin
mirror tagapaglarawan
miscarriage pagkaagas
miscellaneous balabalaki
miscibility kahalwinan
miso miso
miss binibini
Miss binibini
missionary misyonero
Mississippi Mississippi
mister ginoo
mistletoe ligas
mite kagaw
mitochondrion sulidlawas
mitosis hatimbutod
mitre mitra
mixture halungkap
mobile device
mobile galang
mobile pakasam
mobile gala
mobile library
mobile galang
mobile aklatan
mobile phone
mobile galang
mobile hatinig
mobile phone
mobile teleponong
mobile selular
mocha moka
mockery uyam
modal logic
modal palasaking
modal matwiran
modal palasakin
model hulwaran
model modelo
mode palasak
moderator panamtam
modulus kawagsan
modulus litdami
moisture halumigmig
molality kamolhan
molar bagang
molarity kamolnihan
molasses melasa
molasses pulot-tubo
mold amag
mold apaya
Moldova Moldabya
mole cricket
mole kamamarung
molecular biologist
molecular mulatling
molecular haynayanon
molecular biology
molecular mulatling
molecular haynayan
molecular engineering
molecular mulatling
molecular agsikapan
molecular formula
molecular mulatling
molecular sanyo
molecular genetics
molecular mulatling
molecular palamanahan
molecular mass
molecular mulatling
molecular bugat
molecular mulatlin
molecular weight
molecular mulatling
molecular bugat
molecule molekula
molecule mulatil
mole nunal
mole rat
mole dagang-lupa
mollusc kumabibi
mollusc molusk
molybdenum molibdeno
mombin sinigwelas
momentum dagsa
Monaco Monako
monarchy monarkiya
monastery bahay-pari
Monday lunes
Monday Lunes
money bag
money talega
money belt
money hupaw
money order
money hiro
money postal
money salapi
money supply
money katustusan
money ng
money salapi
money supply
money tustos
money ng
money salapi
Mongolia Monggolya
Mongolian Monggol
Mongolian Monggolin
Mongolian Monggolyan
Mongolian Mongolian
Mongolian Munggolin
mongoloid malamunggol
monitor lizard
monitor bayawak
monkey tsongg
monkey unggoy
monkey wrench
monkey liyabe-ingglesa
monkey wrench
monkey liyabe-inglesa
monk monghe
monochromatic sangkulayin
monocotyledonous sambindahunin
monocotyledon sambin
monocotyledon sambindahon
monolingual sanwika
monologue sariusap
monomial isakay
monopoly sarilakal
monopoly saritangi
monosodium glutamate
monosodium bitsin
monosyllabic sampantig
Monsignor monsenyor
monsoon balaklaot
monsoon musim
mons pubis
mons puklo
monster halimaw
Montenegro Montenegro
month buwan
monument bantayog
moocher paasa
moonbeam sinag
moonbeam ng
moonbeam buwan
moon bulan
Moon Bulan
moon buntabay
moon buwan
Moon buwan
moon dutaing
moon buntabay
moonfish tabas
moonlight liwanag
moonlight ng
moonlight buwan
moor labon
moorland labunan
moose alse
moo umunga
mop lampaso
morale katatagang-loob
morality kagandahang-asal
morality kasanlingan
more or
more less
more humigit-kumulang
mores malig
morgue morge
moringa malunggay
Mormon Mormon
morning glory
morning luwalhati
morning sa
morning umaga
morning star
morning tala
morning sa
morning umaga
morning umaga
morning wood
morning tigas
morning titi
Morocco Maruwekos
morpheme multuran
morphemic multuranin
morphogenesis mulanyuan
morphology palaanyuan
morphology palaturingan
mortal palana
mortal taong
mortal palana
mortar lusong
mortise aab
mortise bakam
mosaic mularan
Moscow Mosku
Moses Moises
mosque mosk
mosquito coil
mosquito katol
mosquito lamok
moss lumot
motherfucker putang
motherfucker ina
motherfucker mo
mother-in-law biyanang-babae
motherland inang-bayan
mother liquor
mother agwamadre
mother-of-pearl inamperlas
mother-of-pearl nakar
mother tongue
mother inang-wika
mother tongue
mother katutubong
mother wika
moth gamugamo
motion mungkahi
motivation kagnyakan
motivation saganyak
motorcycle motorsiklo
mottled batik-batik
motto bansag
motto kasabihan
motto lema
mountain bundok
mountaineer mamumundok
mountainous mabundok
mountain range
mountain bulubundukin
mountain range
mountain tagaytay
Mount Everest
Mount Bundok
Mount Everest
mouse daga
moustache bigote
moustache misay
mouthful samuol
mouthpiece hihipan
mouthwash pangmumog
movie pelikula
movie sine
Mozambique Mosambike
Mr G
Mrs Ginang
Mrs Gng
muck maputik
muck tae
mudfish dalag
mudflow daluyputik
mud putik
Muhammad Mahoma
mulatto mulato
mulberry moras
mule mula
mullet asubi
mullet gagapang
multicolored tulik
multiple dinami
multiple fruit
multiple dambulakning
multiple bunga
multiple kaparami
multiple maramihan
multiplicand damihin
multiplication palaramihan
multiplication sign
multiplication tanda
multiplication ng
multiplication palaramihan
multiplication table
multiplication talay
multiplication ng
multiplication palaramihan
multiplier parami
multiply magparami
multiply paramihin
mummy momya
mu mu
muon mu
muon tungapik
murder pagpatay
muriatic acid
muriatic asido
muriatic muryatiko
muscatel muskatel
muscle fiber
muscle binggas
muscle kalamnan
muscle masel
muscovite muskobita
museum museo
mushroom kabute
mushroom kabuti
musical instrument
musical panugtog
musical scale
musical talalinggan
musical scale
musical talalinigan
musician musiko
music musika
musicology musikolohiya
music palalinigan
music stand
music atril
musk almiskle
muskmelon katimon
muslin muselina
mussel halaan
mustard keluwa
mustard mustasa
mustard plaster
mustard sinapismo
mutant ibanyuhay
mutate mag-ibanyuhay
mutation pag-ibanyuhay
mutiny balwat
mutton karning-tupa
mutually exclusive
mutually tambinging
mutually dilangkapin
my aking
myalgia sakit-kalamnan
Myanmar Birmanya
mycelium sanghiblayan
my ko
myopia kurarap
myopia pagkasilag
myopia silag
myriad hindi
myriad mabilang
myrrh mira
myrtle mirto
mysterious katakataka
mystery hiwaga
nadir idalum
Nahum Nahum
naiad nayade
nail clipper
nail panghinguko
nail clipper
nail panghinuko
nail kuko
nail pako
name ngalan
name pangalan
Namibia Namibya
nap hipig
naphthalene naptalina
nap idlip
napkin serbiliyeta
Naples Napoles
nap paghipig
narrow-minded alimbuyugin
narrow-minded may-isip-ipit
national anthem
national pambansang
national awit
nationalism pagkamakabansa
nationalism pagkamakabayan
nationality katauhambansa
national nasyonal
national pambansa
nationhood kabansaan
nationhood pagkabansa
nativity scene
nativity belen
natural gas
natural likas
natural na
natural buhag
natural logarithm
natural likas
natural na
natural logpaulit
natural monopoly
natural likas
natural na
natural sarilakal
natural number
natural bilang
natural na
natural likas
natural number
natural bilang
natural na
natural panalatag
natural resource
natural likas
natural na
natural kayamanan
natural resource
natural likas
natural na
natural yaman
natural science
natural likas
natural na
natural agham
natural selection
natural piliang
natural likas
nature kalikasan
nausea alibadbad
nausea dimarim
Navarre Nafarroa
navel pusod
nave nabe
navy blue
navy bughaw
navy hukbong
navy dagat
navy hukbong-dagat
Naypyidaw Naypyidaw
Nazarene Nazareno
Nazism nazismo
Neapolitan Napolitano
Near East
Near Malapit
Near na
Near Silangan
nebula bigha
nebula ulanag
necessary kailangan
necessity pangangailangan
necklace binaysok
necklace kuwintas
neck leeg
necktie kurbata
necromancy nekromansya
nectarine nektarina
needlefish lungi
needlefish suswi
needle karayom
need pangangailangan
negative baling
negligence kutalay
Nehemiah Nehemias
neighborhood kapitbahayan
neighbour kapitbahay
neigh humalinghing
nematode uodugat
neocolonial bagunsakupin
Nepal Nepal
nephrectomy alisbato
nephritis magambato
nephrologist palabato
nephrology palabatuhan
Neptune Neptuno
Nero Neron
nerve dagandam
nerve ending
nerve dulo
nerve ng
nerve dagandam
nerve ending
nerve panamdam
nerve impulse
nerve pitlag
nerve ng
nerve dagandam
nerve kagitingan
nerve kapal
nerve kapal
nerve ng
nerve mukha
nerve kompiyansa
nerve lakas
nerve ng
nerve loob
nerve tapang
nervous system
nervous kaayusang-dagandam
Netherlands Olanda
network kabalagan
network kalambatan
neuralgia sakit-dagandam
neutralizer pang-awanling
neutrino awansikin
neutron awansik
neutron number
neutron bilang
neutron ng
neutron awansik
neutron star
neutron bituin
neutron ng
neutron awansik
nevertheless datapwat
new bago
new baguhan
newborn bagong-panganak
New Delhi
New Bagong
New Delhi
newlywed kabaiyoan
new moon
new bagong
new bulan
new moon
new patay
new na
new bulan
news balita
newspaper dyariyo
newspaper pahayagan
New Testament
New Bagong
New Tipan
newt triton
New Year
New anyonuwebo
New Year
New bagong
New taon
New Year's
New Eve
New Bisperas
New ng
New Bagong
New Taon
New York
New City
New New
New York
New Zealand
New Bagong
New Selanda
Nicaragua Nikaragwa
Nicaraguan Nikaraguwense
Nicaraguan Nikaragwenyo
Nicene Creed
Nicene Pananampalatayang
Nicene Nicene
nickel nikel
nickname palayaw
niece pamangking
niece babae
Nietzsche Nietzsche
Nigeria Niheriya
Niger Niher
night gabi
night heron
night bakaw-gabi
nightingale ruwisenyor
night kadiliman
nightmare bangungot
nigiri nigiri
nihilism nihilismo
Nile Nilo
nimbus dagim
nimbus ulaning
nimbus alapaap
nine hundred
nine siyamnaraan
nine siyam
nineteen labinsiyam
nineteenth ikalabinsiyam
nineteenth panlabinsiyam
ninetieth pansiyamnapu
ninety siyamnapu
ninth ikasiyam
niobium kolumbyo
nipa nipa
nipa pawid
nipa sasa
nipple utong
nit lisa
nitric acid
nitric agwa-puwerte
nitrogen nitroheno
Noah Noe
Noah's ark
Noah's arka
Noah's ni
Noah's Noe
node buko
no hindi
no huwag
noisy maingay
nomenclature kangalanan
nominal pasapyaw
nominal variable
nominal pasapyaw
nominal na
nominal aligin
nominate isangalan
nominate ngalanin
nominate sangalanin
nomination sangalan
nominee ngalanin
nonagenarian sisiyamnapuin
nonagonal samsihain
nonagon samsiha
nonahedron samdayag
noncondensable dimakintay
nonconductor disaluyan
none wala
nonexperimental ditilawin
non-governmental organization
non-governmental di-pampamahalaang
non-governmental organisasyon
nonkilling walang-pagpatay
nonmetal dimetal
nonrepeating diulitin
nonsense sagimuymoy
noodle luglog
noon n
noon t
noon tanghali
no parking
no bawal
no pumarada
no problem
no walang
no anuman
Nordic Nordiko
nori nori
normal distribution
normal daniwing
normal pamamahagi
normality kadaniwan
normality pagkadaniw
North Atlantic
North Treaty
North Organization
North Organisasyon
North ng
North Tratado
North ng
North Hilagang
North Atlantiko
North Dakota
North Hilagang
North Dakota
Northern Cross
Northern Hilagang
Northern Paripa
north hilaga
North Korea
North Hilagang
North Korea
north pole
north hilagang
north balniing
north taluktok
north pole
north hilagang
north taluktok
Norway Norwega
Norwegian Noruwego
Norwegian Norwego
nosebleed balinguyngoy
nose cone
nose ngusong
nose talulo
nose ilong
nose-picking pangungulangot
nose ring
nose pakaw
nose ring
nose taghikaw
nose ring
nose tagikaw
no smoking
no bawal
no manigarilyo
nostril butas-ilong
notation halat
notebook aklat-talaan
notebook kwaderno
notebook talaang-aklat
note nota
note tiknig
not hindi
nothing wala
nothing wala
nothing lang
notice patalastas
notification abiso
notification pagpapaunawa
notochord tayudtod
noun pangngalan
nouveau riche
nouveau biglang-yaman
nouveau riche
nouveau taong
nouveau biglang-yaman
novel akdang-buhay
novelist nobelista
novel kathambuhay
novel nobela
November nobyembre
novena nobena
novena pagsisiyam
no wala
now and
now then
now paminsan-minsan
now ngayon
nuclear buturanin
nuclear chemistry
nuclear buturaning
nuclear kapnayan
nuclear energy
nuclear buturing
nuclear kusog
nuclear fission
nuclear pagsipak
nuclear force
nuclear buturaning
nuclear isig
nuclear fusion
nuclear sapisan
nuclear membrane
nuclear lamad
nuclear ng
nuclear butod
nuclear physics
nuclear buturaning
nuclear liknayan
nuclear reaction
nuclear buturing
nuclear tambisa
nuclear reactor
nuclear tambisaan
nuclear war
nuclear buturing
nuclear digmaan
nuclear weapon
nuclear buturing
nuclear sandata
nucleolus ibutod
nucleonics buturan
nucleoplasm butudkaphay
nucleus butod
nude hubad
nude hubut-hubad
nude lastag
number bilang
numbering kabilangan
numbering pagbibilang
number kailanan
Numbers Mga
Numbers Bilang
numbness pagkamanhid
numeral pambilang
numeral pamilang
numerator panakda
numerical pabilangin
numerology palabilangan
nuncio nunsyo
nun madre
nurse alaga
nurse alagaan
nurse ingatan
nurse mangalaga
nurse nars
nursery paalagaan
nurse yaya
nut baliw
nut balukbunga
nut bayag
nutcracker pandurog
nutcracker ng
nutcracker nuwes
nutmeg moskada
nutrient kapaniya
nutritionist dalubpaniya
nutrition paniya
nutrition paniyahan
nutritious mapaniya
nut tanga
nut tuwerka
oak roble
oar gaod
oarlock lulubungan
oarsman manggagaod
oasis oasis
oasis owasis
oat abena
oathtaking panunumpa
oat milk
oat gatas
oat ng
oat abena
oat obena
Obadiah Obadias
obedience pagsunod
obelisk obelisko
objective layunin
obligation harapin
oblique angle
oblique sihang
oblique talibas
oblique talibas
oboe obowe
obscene maruming-isip
obsessed haling
obsession himaling
obsidian obsidiyana
obstacle balakid
obstacle harang
obstruction balakid
obtuse angle
obtuse sihang
obtuse bika
obtuse bika
obvious kanawa-nawa
obviously kanawa-nawang
occiput pangawol
occiput pilipot
occultism alimuwang
occultist dalub-alimuwang
occurrence pagkatupad
Oceania Karagatanan
ocean karagatan
ochre okre
octagonal walsihain
octagon walsiha
octahedron waldayag
octogenarian wawalumpuin
octopus pugita
octopus salabay
odd gansal
odd number
odd bilang
odd na
odd gansal
odds kahigtan
odorless walang-amoy
odyssey odisea
odyssey odiseya
Odyssey Odiseya
oesophagectomy alislalaugan
oesophagus lalaugan
of course
of dili-hindi
of course
of siyempre
offer alok
official tungkulanin
offspring kawil
often madalas
ogive hatimbantok
oh ay
ohm om
ohm omyo
oh my
oh God
oh ay
